linker_smiles,common_name,compatible_metals,mof_ids
[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-],,"Hf, Zr",[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43; [O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43
[O-]C(=O)c1ccc2c(c1)[nH]c(n2)c1cccnc1,2-pyridin-3-yl-3H-benzimidazole-5-carboxylate,Zn,[O-]C(=O)c1ccc2c(c1)[nH]c(n2)c1cccnc1.[Zn]
[O-]C(=O)c1ccc2c(c1)[nH]cn2,benzimidazole-5-carboxylate,Co,[Co].[O-]C(=O)c1ccc2c(c1)[nH]cn2
[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2Cc1ccc(cc1)Cn1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],,Co,[Co][OH]1[Co][OH2][Co]21[OH2][Co][OH]2[Co].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2Cc1ccc(cc1)Cn1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-]
[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],"9-[4-[4-(3,6-dicarboxylatocarbazol-9-yl)phenyl]phenyl]carbazole-3,6-dicarboxylate","Co, Cu, Fe, Mn, Ni, Zn",[Co][Co].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-]; [Cu][Cu].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-]; [Fe][Fe].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-]; [Mn][Mn].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-]; [Ni][Ni].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-]; [O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn][Zn]
[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccccc1)C(=O)[O-],,Zn,[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2c1ccccc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]
[O-]C(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)[O-])C(=O)[O-],"triphenylene-2,6,10-tricarboxylate",Eu,[Eu].[O-]C(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)[O-])C(=O)[O-]
[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],CHEMBL99236,"Eu, Yb, Zn, Zr",[Eu].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]; [O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43; [O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Yb]; [O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn]
[O-]C(=O)c1ccc2c(c1)ccc(c2)OCC(COc1ccc2c(c1)ccc(c2)C(=O)[O-])(COc1ccc2c(c1)ccc(c2)C(=O)[O-])COc1ccc2c(c1)ccc(c2)C(=O)[O-],,Cu,[Cu][Cu].[O-]C(=O)c1ccc2c(c1)ccc(c2)OCC(COc1ccc2c(c1)ccc(c2)C(=O)[O-])(COc1ccc2c(c1)ccc(c2)C(=O)[O-])COc1ccc2c(c1)ccc(c2)C(=O)[O-]
[O-]C(=O)c1ccc2c(c1)ccc(n2)C(=O)[O-],"quinoline-2,6-dicarboxylate",Zn,[O-]C(=O)c1ccc2c(c1)ccc(n2)C(=O)[O-].[Zn]
[O-]C(=O)c1cccc(c1)C(=O)[O-],"1,3-benzenedicarboxylate","Cu, Zn",[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-]; [O-]C(=O)c1cccc(c1)C(=O)[O-].[Zn]; [O-]C(=O)c1cccc(c1)C(=O)[O-].[Zn][OH]1[Zn][OH]([Zn]21[OH]([Zn])[Zn][OH]2[Zn])[Zn]
[O-]C(=O)c1cccc(c1)CN(Cc1cccc(c1)C(=O)[O-])Cc1ccc(cc1)CN(Cc1cccc(c1)C(=O)[O-])Cc1cccc(c1)C(=O)[O-],,Cu,[Cu][Cu].[O-]C(=O)c1cccc(c1)CN(Cc1cccc(c1)C(=O)[O-])Cc1ccc(cc1)CN(Cc1cccc(c1)C(=O)[O-])Cc1cccc(c1)C(=O)[O-]
[O-]C(=O)c1cccc(c1)OCc1cc(cc(c1)C(=O)[O-])C(=O)[O-],,Zn,[O-]C(=O)c1cccc(c1)OCc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][OH]1[Zn][OH]([Zn]1)[Zn]
[O-]C(=O)c1cccc(c1)c1ccncc1,3-pyridin-4-ylbenzoate,"Cd, Co, Ni, Zn",[Cd].[O-]C(=O)c1cccc(c1)c1ccncc1; [Co].[O-]C(=O)c1cccc(c1)c1ccncc1; [Ni].[O-]C(=O)c1cccc(c1)c1ccncc1; [O-]C(=O)c1cccc(c1)c1ccncc1.[Zn]
[O-]C(=O)c1ccccc1C(=O)[O-],,Cu,[Cu][OH]1[Cu][OH]([Cu]1)[Cu].[O-]C(=O)c1ccccc1C(=O)[O-]
[O-]C(=O)c1ccnc(c1)C(=O)[O-],lutidinate,Co,[Co].[O-]C(=O)c1ccnc(c1)C(=O)[O-].[OH]
[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-],DTXSID20987602,La,[La].[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-]
[O-]C(=O)c1ccncc1,Isonicotinate,"Co, Eu, Mg, Ni",I[Cu][Cu]I.[Eu].[O-]C(=O)c1ccncc1; [Co].[Co]O[Co].[O-]C(=O)c1ccncc1; [Co][OH]1[Co][OH]([Co]1)[Co].[O-]C(=O)c1ccncc1; [Mg].[O-]C(=O)c1ccncc1; [Ni].[O-]C(=O)c1ccncc1
[O-]C(=O)c1ccncc1N,3-aminopyridine-4-carboxylate,"Ni, Zn",[Ni].[O-]C(=O)c1ccncc1N; [O-]C(=O)c1ccncc1N.[Zn]
[O-]C(=O)c1cnc(nc1)c1ncc(cn1)C(=O)[O-],,Eu,[O-]C(=O)c1cnc(nc1)c1ncc(cn1)C(=O)[O-].[O]12[Eu]34[O]5[Eu]62[O]2[Eu]71[O]4[Eu]14[O]3[Eu]35[O]6[Eu]2([O]71)[O]43
[O-]C(=O)c1cncc(c1)C(=O)[O-],"pyridine-3,5-dicarboxylate","Cu, Pr, Zn",O[Cu]O.[Cu].[Cu][Cu].[O-]C(=O)c1cncc(c1)C(=O)[O-]; [O-]C(=O)c1cncc(c1)C(=O)[O-].[Pr]; [O-]C(=O)c1cncc(c1)C(=O)[O-].[Zn]
[O-]C(=O)c1cncc(c1)Oc1ccc(c(c1)C(=O)[O-])C(=O)O,,Cu,[Cu][Cu].[O-]C(=O)c1cncc(c1)Oc1ccc(c(c1)C(=O)[O-])C(=O)O
[O-]C(=O)c1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],,"Cd, Zn",[Cd].[O-]C(=O)c1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]; [O-]C(=O)c1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn]
[O-]C(=O)c1csc(n1)c1ccncc1,"2-pyridin-4-yl-1,3-thiazole-4-carboxylate",Cu,[Cu].[O-]C(=O)c1csc(n1)c1ccncc1
[O-]C(=O)c1ncc(nc1)C(=O)[O-],205692-63-3,Y,[O-]C(=O)c1ncc(nc1)C(=O)[O-].[Y]
[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-],"3,7,11-trithiatricyclo[6.3.0.02,6]undeca-1(8),2(6),4,9-tetraene-4,10-dicarboxylate","Bi, Cu",[Bi].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-]; [Cu][Cu].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-]
[O-]C=O,formate,"Mn, Zn",[Mn].[O-]C=O; [O-]C=O.[Zn]
[O-][n+]1cc(ccc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-],,Cu,[Cu][Cu].[O-][n+]1cc(ccc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
[O-][n+]1ccc(cc1)C(=O)[O-],1-oxidopyridin-1-ium-4-carboxylate,"Dy, La, Lu, Nd",[Dy].[O-][n+]1ccc(cc1)C(=O)[O-]; [La].[O-][n+]1ccc(cc1)C(=O)[O-]; [Lu].[O-][n+]1ccc(cc1)C(=O)[O-]; [Nd].[O-][n+]1ccc(cc1)C(=O)[O-]
[O]CC(c1ccncc1)(C[O])C[O],20845-48-1,Sb,I[Cu][Cu]I.[O]CC(c1ccncc1)(C[O])C[O].[Sb]
[O]N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)[O],"2,7-Dihydroxybenzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone","La, Sm",[La].[O]N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)[O]; [O]N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)[O].[Sm]
[O]NC(=O)c1cc(cc(c1)C(=O)N[O])c1cc(cc(c1)C(=O)N[O])C(=O)N[O],"N3,N3',N5,N5'-Tetrahydroxy-[1,1'-biphenyl]-3,3',5,5'-tetracarboxamide",Fe,[Fe].[O]NC(=O)c1cc(cc(c1)C(=O)N[O])c1cc(cc(c1)C(=O)N[O])C(=O)N[O]
[O]P(=O)(C[NH](CP(=O)([O])[O])Cc1ccc(cc1)S([O])([O])[O])[O],,Pb,[O]P(=O)(C[NH](CP(=O)([O])[O])Cc1ccc(cc1)S([O])([O])[O])[O].[Pb]
[O]P(=O)(C[NH]1CCC(CC1)C1CC[NH](CC1)CP(=O)([O])[O])[O],,La,[La].[O]P(=O)(C[NH]1CCC(CC1)C1CC[NH](CC1)CP(=O)([O])[O])[O]
[O]P(=O)(Cc1cc(CP(=O)([O])[O])c(cc1CP(=O)([O])[O])CP(=O)([O])[O])[O],69303-28-2,La,[La].[O]P(=O)(Cc1cc(CP(=O)([O])[O])c(cc1CP(=O)([O])[O])CP(=O)([O])[O])[O]
[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O],4lq9,Pr,[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O].[Pr]
[O]c1c(Cl)c([O])c(c(c1[O])Cl)[O],SCHEMBL8835892,In,[In].[O]c1c(Cl)c([O])c(c(c1[O])Cl)[O]
[O]c1c(c2ccc(cc2)C(=O)[O-])c2ccc3c4c2c(c1c1ccc(cc1)C(=O)[O-])ccc4c(c(c3c1ccc(cc1)C(=O)[O-])[O])c1ccc(cc1)C(=O)[O-],,Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43.[O]c1c(c2ccc(cc2)C(=O)[O-])c2ccc3c4c2c(c1c1ccc(cc1)C(=O)[O-])ccc4c(c(c3c1ccc(cc1)C(=O)[O-])[O])c1ccc(cc1)C(=O)[O-]
[O]c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])[O])c1ccc(cc1)C(=O)[O-],,Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43.[O]c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])[O])c1ccc(cc1)C(=O)[O-]
[O]c1cc(cc(c1[O])[O])C1=C2C=CC(=N2)C=c2ccc(=C(C3=NC(=Cc4[nH]c1cc4)C=C3)c1cc([O])c(c(c1)[O])[O])[nH]2,,Zr,[O]c1cc(cc(c1[O])[O])C1=C2C=CC(=N2)C=c2ccc(=C(C3=NC(=Cc4[nH]c1cc4)C=C3)c1cc([O])c(c(c1)[O])[O])[nH]2.[Zr]
[O]c1cc(ccc1[O])C1=NC(=[N]=C([N]1)c1ccc(c(c1)[O])[O])c1ccc(c(c1)[O])[O],,Ti,[O]c1cc(ccc1[O])C1=NC(=[N]=C([N]1)c1ccc(c(c1)[O])[O])c1ccc(c(c1)[O])[O].[Ti]
[nH]1[n-]cc(c1)C1=C2C=CC3=[N]2[Co]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2c[n-][nH]c2)cc1)c1c[n-][nH]c1)c1c[n-][nH]c1,,Co,[Co].[nH]1[n-]cc(c1)C1=C2C=CC3=[N]2[Co]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2c[n-][nH]c2)cc1)c1c[n-][nH]c1)c1c[n-][nH]c1
[nH]1[n-]cc(c1)C1=C2C=CC3=[N]2[Mn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2c[n-][nH]c2)cc1)c1c[n-][nH]c1)c1c[n-][nH]c1,,Co,[Co].[nH]1[n-]cc(c1)C1=C2C=CC3=[N]2[Mn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2c[n-][nH]c2)cc1)c1c[n-][nH]c1)c1c[n-][nH]c1
c1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccccc1)C=C3)[N]2,71410-72-5,Co,[Co].c1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccccc1)C=C3)[N]2
c1ccc2c(c1)N=C[N]2,BENZIMIDAZOLE,Cd,[Cd].c1ccc2c(c1)N=C[N]2
c1nc2c([nH]1)cc1c(c2)[nH]cn1,50738-59-5,Cu,[Cu].[O]S(=O)(=O)[O].c1nc2c([nH]1)cc1c(c2)[nH]cn1
c1ncn(c1)c1cc(n2cncc2)c(cc1n1cncc1)n1cncc1,"1,2,4,5-Tetra(1H-imidazol-1-yl)benzene",Ag,[Ag].c1ncn(c1)c1cc(n2cncc2)c(cc1n1cncc1)n1cncc1
c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,1258859-29-8,Ag,[Ag].c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1
c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,Tris(4-(1H-imidazol-1-yl)phenyl)amine,Zn,[Zn].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1; [Zn][OH][Zn].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1
c1ncn(c1)c1ccc(cc1)n1cncc1,25372-07-0,Cu,[Cu].c1ncn(c1)c1ccc(cc1)n1cncc1
n1cc([nH]c1)c1ccc(cc1)c1[nH]cnc1,"1,4-di(1h-imidazol-4-yl)benzene",Co,[Co].n1cc([nH]c1)c1ccc(cc1)c1[nH]cnc1
n1ccc(cc1)C#CC#Cc1ccncc1,"4-[4-(PYRIDIN-4-YL)BUTA-1,3-DIYN-1-YL]PYRIDINE",Cu,[Cu].n1ccc(cc1)C#CC#Cc1ccncc1
n1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccncc1,"1,4-Bis(pyridin-4-ylethynyl)benzene","Co, Cu",[Co].n1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccncc1; [Cu].n1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccncc1
n1ccc(cc1)C#Cc1ccncc1,"1,2-Di(pyridin-4-yl)ethyne",Cu,[Cu].n1ccc(cc1)C#Cc1ccncc1
n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,"5,10,15,20-Tetra(4-pyridyl)porphyrin",Co,[Co].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2
n1ccc(cc1)C1=C2C=CC3=[N]2[Cu]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccncc2)cc1)c1ccncc1)c1ccncc1,"5,10,15,20-(TETRA(4-PYRIDYL)PORPHINATO)COPPER(II)",Cu,[Cu][Cu].n1ccc(cc1)C1=C2C=CC3=[N]2[Cu]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccncc2)cc1)c1ccncc1)c1ccncc1
n1ccc(cc1)C=Cc1ccncc1,"Pyridine, 4,4'-(1,2-ethenediyl)bis-","Ni, Zn",[Ni].n1ccc(cc1)C=Cc1ccncc1; [Zn].n1ccc(cc1)C=Cc1ccncc1
n1ccc(cc1)Sc1ccncc1,37968-97-1,Zn,[Zn].n1ccc(cc1)Sc1ccncc1
n1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1,170165-81-8,Cd,[S][Cd][S].n1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1
n1ccc(cc1)c1ccc(cc1)c1ccncc1,113682-56-7,"Cu, Zn",[Cu].n1ccc(cc1)c1ccc(cc1)c1ccncc1; [O]P(=O)(O)[O].[Zn].n1ccc(cc1)c1ccc(cc1)c1ccncc1
n1ccc(cc1)c1ccncc1,"4,4'-Bipyridine","Ag, Cu",[Ag][Ag]1[Ag]234[Ag]1([Ag]4[Ag])([Ag][Ag]3)[Ag][Ag]2.n1ccc(cc1)c1ccncc1; [Ag][Ag][Ag]12[Ag]([Ag]2([Ag]1[Ag])[Ag][Ag])[Ag].n1ccc(cc1)c1ccncc1; [Cu].n1ccc(cc1)c1ccncc1
n1ccc(cc1)c1nnc(s1)c1ccncc1,15311-09-8,Cu,[Cu].[O]S(=O)(=O)[O].n1ccc(cc1)c1nnc(s1)c1ccncc1
n1ccncc1,PYRAZINE,"Ni, Zn",[Ni].n1ccncc1; [Zn].n1ccncc1
n1n[nH]c(n1)c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)c3[nH]nnn3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)c1[nH]nnn1)[N]4)c1ccc(cc1)c1[nH]nnn1)C=C3)[N]2,SCHEMBL6841530,Co,[Co].n1n[nH]c(n1)c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)c3[nH]nnn3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)c1[nH]nnn1)[N]4)c1ccc(cc1)c1[nH]nnn1)C=C3)[N]2
